MAP_PAR_ID,Full Address,total_value,est_annual_tax,rev_per_acre,acres,Landuse Description,unit_count,tax_exempt,is_water
091.0-0005-0005.0,119 WOODSIDE LN,748600.0,8062.4220000000005,76816.3867262612,0.10495705856005463,101  - One Family,1,False,False
091.0-0005-0006.A,115 WOODSIDE LN,784600.0,8450.142,64001.1374186017,0.13203112227102384,101  - One Family,1,False,False
091.0-0006-0001.0,169 BRATTLE ST,666000.0,7172.82,57575.17452381752,0.12458181949640065,101  - One Family,1,False,False
091.0-0006-0002.0,0LOT BRATTLE ST,68000.0,732.36,8347.430843490045,0.08773477896748909,132  - Undev. Land,1,False,False
091.0-0006-0003.0,175 BRATTLE ST,729400.0,7855.638,82476.48645199383,0.09524700115071516,101  - One Family,1,False,False
091.0-0006-0004.0,177 BRATTLE ST,1024400.0,11032.788,109711.42715894822,0.10056188571875806,101  - One Family,1,False,False
091.0-0006-0005.0,179 BRATTLE ST,855100.0,9209.427,51535.54310269961,0.1787004937863472,101  - One Family,1,False,False
091.0-0006-0007.0,0LOT BRATTLE ST,68300.0,735.591,7409.478831771666,0.0992770229460409,132  - Undev. Land,1,False,False
091.0-0006-0008.0,185 BRATTLE ST,817200.0,8801.244,87160.28204781945,0.10097769067763346,101  - One Family,1,False,False
091.0-0006-0009.0,120 WOODSIDE LN,963500.0,10376.895,86374.73053291542,0.12013808825771798,101  - One Family,1,False,False
091.0-0006-0010.A,102 WOODSIDE LN,1334400.0,14371.488,101077.16089477295,0.14218333669820357,101  - One Family,1,False,False
091.0-0006-0010.B,106 WOODSIDE LN,1585400.0,17074.758,104378.20080070505,0.1635854792381578,101  - One Family,1,False,False
091.0-0007-0001.0,29 LANSDOWNE RD,772600.0,8320.902,89081.25590630574,0.09340800054224419,101  - One Family,1,False,False
091.0-0007-0002.0,33 LANSDOWNE RD,912300.0,9825.471,95127.93749196675,0.10328691296213302,101  - One Family,1,False,False
091.0-0007-0003.0,0LOT ROCKLAND AVE,67700.0,729.129,6884.219669896952,0.10591309327160302,132  - Undev. Land,1,False,False
091.0-0007-0004.0,0LOT ROCKLAND AVE,65200.0,702.204,8711.585195002,0.0806057662620194,132  - Undev. Land,1,False,False
091.0-0008-0001.0,0LOT ROCKLAND AVE,67400.0,725.898,8051.6620880907485,0.0901550502316384,132  - Undev. Land,1,False,False
091.0-0008-0002.0,17 ROCKLAND AVE,647400.0,6972.498,99512.348567762,0.07006666107625972,101  - One Family,1,False,False
091.0-0008-0003.0,168 BRATTLE ST,708800.0,7633.776,86778.67596109591,0.08796833917381187,101  - One Family,1,False,False
091.0-0008-0004.0,164 BRATTLE ST,750100.0,8078.577,102655.42668369072,0.07869605398351022,101  - One Family,1,False,False
091.0-0009-0001.0,165 BRATTLE ST,722200.0,7778.094,101174.36649905704,0.07687810923997723,101  - One Family,1,False,False
091.0-0011-0002.0,70 LANSDOWNE RD,1166900.0,12567.513,31816.8734940744,0.39499522171279916,101  - One Family,1,False,False
091.0-0012-0001.0,30 YERXA RD,708200.0,7627.314,54830.83287341226,0.13910629476683586,101  - One Family,1,False,False
091.0-0012-0002.0,34 YERXA RD,784900.0,8453.373,54025.18078901831,0.15647098031957563,101  - One Family,1,False,False
091.0-0012-0003.0,22 YERXA RD,1950300.0,21004.731,138099.24215682197,0.15209881438847841,101  - One Family,1,False,False
091.0-0012-0004.0,26 YERXA RD,1555800.0,16755.966,119618.44244815654,0.14007844992014631,101  - One Family,1,False,False
091.A-0001-0001.0,3 JEFFREY RD,781500.0,8416.755,60248.47202534022,0.1397007213138941,101  - One Family,1,False,False
091.A-0001-0002.0,7 JEFFREY RD,814500.0,8772.165,60121.17265223045,0.1459080821783432,101  - One Family,1,False,False
091.A-0001-0003.0,11 JEFFREY RD,783200.0,8435.064,55197.000488815305,0.15281743437687736,101  - One Family,1,False,False
091.A-0001-0004.0,15 JEFFREY RD,802200.0,8639.694,54435.05168035846,0.1587156387897289,101  - One Family,1,False,False
091.A-0001-0005.0,19 JEFFREY RD,829200.0,8930.484,61522.86732487227,0.1451571486881856,101  - One Family,1,False,False
091.A-0001-0006.0,23 JEFFREY RD,832000.0,8960.64,51472.77379231219,0.17408504224301843,101  - One Family,1,False,False
091.A-0001-0007.0,27 JEFFREY RD,823500.0,8869.095,56556.14317059744,0.15681930384197218,101  - One Family,1,False,False
091.A-0001-0008.0,31 JEFFREY RD,1041900.0,11221.263,67887.51050982345,0.16529200902684837,101  - One Family,1,False,False
091.A-0002-0001.0,166 WOODSIDE LN,900300.0,9696.231,57366.155133040185,0.1690235466803218,101  - One Family,1,False,False
091.A-0002-0002.0,162 WOODSIDE LN,996400.0,10731.228,68672.08980612553,0.15626767774646605,101  - One Family,1,False,False
091.A-0002-0003.0,158 WOODSIDE LN,830600.0,8945.562,58370.41356865251,0.15325507312842068,101  - One Family,1,False,False
091.A-0002-0004.0,154 WOODSIDE LN,828800.0,8926.176,55399.63322916204,0.16112337717249206,101  - One Family,1,False,False
091.A-0002-0005.0,150 WOODSIDE LN,977900.0,10531.983,50545.75873242082,0.208365316183188,101  - One Family,1,False,False
091.A-0003-0001.0,167 WOODSIDE LN,1007500.0,10850.775,49416.52004845941,0.21957788588430316,101  - One Family,1,False,False
091.A-0003-0002.0,163 WOODSIDE LN,1031500.0,11109.255,59273.67591224934,0.18742308164667396,101  - One Family,1,False,False
091.A-0003-0003.A,157 WOODSIDE LN,931900.0,10036.563,73091.63310364189,0.13731480025584372,101  - One Family,1,False,False
091.A-0003-0004.A,149 WOODSIDE LN,930700.0,10023.639,69261.80477292744,0.1447210195123008,101  - One Family,1,False,False
091.A-0003-0005.0,143 WOODSIDE LN,1150100.0,12386.577,50526.78765051807,0.2451487137016318,101  - One Family,1,False,False
091.A-0003-0006.0,139 WOODSIDE LN,913800.0,9841.626,36817.917350676216,0.26730534229468694,101  - One Family,1,False,False
091.A-0003-0007.0,135 WOODSIDE LN,1069800.0,11521.746,51304.83817277231,0.22457425869271405,101  - One Family,1,False,False
091.A-0004-0001.0,134 WOODSIDE LN,1120500.0,12067.785,71396.33705724662,0.1690252679254942,101  - One Family,1,False,False
091.A-0004-0002.0,138 WOODSIDE LN,1117200.0,12032.244,74259.23285236086,0.16203027607249879,101  - One Family,1,False,False
092.0-0001-0001.0,40 FABYAN ST,713600.0,7685.472,78507.01560620105,0.09789535292681469,101  - One Family,1,False,False
092.0-0001-0002.0,36 FABYAN ST,956900.0,10305.813,103057.71570122971,0.1000004020065528,101  - One Family,1,False,False
092.0-0001-0004.0,28 FABYAN ST,1122500.0,12089.325,65098.42692818477,0.1857084044954987,101  - One Family,1,False,False
092.0-0001-0005.0,24 FABYAN ST,853100.0,9187.887,83258.62864068992,0.1103535711553832,101  - One Family,1,False,False
092.0-0001-0006.0,20 FABYAN ST,771600.0,8310.132,89762.42177558968,0.09257918665313782,101  - One Family,1,False,False
092.0-0001-0007.0,16 FABYAN ST,760800.0,8193.816,79015.05145002414,0.10369943257181158,101  - One Family,1,False,False
092.0-0001-0008.A,0LOT FABYAN ST,30000.0,323.1,6660.580311949228,0.04850928670890005,132  - Undev. Land,1,False,False
092.0-0001-0008.B,12 FABYAN ST,30000.0,323.1,6668.790291351626,0.048449566695628436,106  - Out Bldg.,1,False,False
092.0-0001-0009.0,10 EPPING ST,1208400.0,13014.468,71842.46351231418,0.1811528636927832,101  - One Family,1,False,False
092.0-0001-0010.0,15 CHATHAM ST,807200.0,8693.544,52792.56025697506,0.16467365775940732,101  - One Family,1,False,False
092.0-0001-0011.0,19 CHATHAM ST,957800.0,10315.506,104713.84079336052,0.09851138991603166,101  - One Family,1,False,False
092.0-0001-0012.0,23 CHATHAM ST,988600.0,10647.222,101794.85135909828,0.10459489706842001,101  - One Family,1,False,False
092.0-0001-0013.0,0LOT CHATHAM ST,68300.0,735.591,7643.2804053384625,0.09624022160514027,132  - Undev. Land,1,False,False
092.0-0001-0014.0,31 CHATHAM ST,926100.0,9974.097,90573.03924838617,0.11012214101204204,101  - One Family,1,False,False
092.0-0001-0015.0,35 CHATHAM ST,736800.0,7935.336,77087.34789384359,0.10293953828749812,101  - One Family,1,False,False
092.0-0001-0016.0,39 CHATHAM ST,914500.0,9849.165,100909.47998537315,0.09760396150517908,101  - One Family,1,False,False
092.0-0001-0017.0,47 CHATHAM ST,1052700.0,11337.579,49182.73399077892,0.23051949495377053,101  - One Family,1,False,False
092.0-0002-0001.0,107 HEMLOCK ST,1103400.0,11883.618,82911.6980510269,0.14332860476077072,101  - One Family,1,False,False
092.0-0002-0002.0,111 HEMLOCK ST,801500.0,8632.155,57782.65139491931,0.14939008147969834,101  - One Family,1,False,False
092.0-0002-0003.0,115 HEMLOCK ST,887600.0,9559.452,61256.21020784727,0.15605686292971777,101  - One Family,1,False,False
092.0-0002-0004.0,119 HEMLOCK ST,844000.0,9089.88,63654.22649162524,0.14280088693240067,101  - One Family,1,False,False
092.0-0002-0005.0,123 HEMLOCK ST,1187700.0,12791.529,82439.41782827095,0.1551627769454408,101  - One Family,1,False,False
092.0-0002-0006.0,127 HEMLOCK ST,1018800.0,10972.476,75712.81939082548,0.14492230098262057,101  - One Family,1,False,False
092.0-0002-0007.A,27 FABYAN ST,994300.0,10708.611,70082.96444554126,0.15279905872590827,101  - One Family,1,False,False
092.0-0002-0009.A,33 FABYAN ST,800600.0,8622.462,48328.19568201854,0.1784147303311834,101  - One Family,1,False,False
092.0-0002-0010.0,174 PHEASANT AVE,799300.0,8608.461,75154.2615508613,0.1145438837713035,101  - One Family,1,False,False
092.0-0002-0011.0,170 PHEASANT AVE,1148300.0,12367.191,86534.64795628404,0.14291606070030716,101  - One Family,1,False,False
092.0-0002-0012.0,166 PHEASANT AVE,973700.0,10486.749,70212.45034560148,0.14935739955494876,101  - One Family,1,False,False
092.0-0002-0013.0,162 PHEASANT AVE,881700.0,9495.909,62350.83008113847,0.15229803657213176,101  - One Family,1,False,False
092.0-0002-0014.0,158 PHEASANT AVE,848800.0,9141.576000000001,59857.64857584366,0.15272193641915302,101  - One Family,1,False,False
092.0-0002-0015.0,154 PHEASANT AVE,896800.0,9658.536,65991.60069779598,0.14636008064466574,101  - One Family,1,False,False
092.0-0002-0016.A,150 PHEASANT AVE,882500.0,9504.525,64114.717310140244,0.14824248470166435,101  - One Family,1,False,False
092.0-0002-0016.B,83 DICKSON AVE,873800.0,9410.826000000001,63833.70625567026,0.14742722226259658,101  - One Family,1,False,False
092.0-0002-0017.0,87 DICKSON AVE,1127200.0,12139.944,90378.02495025874,0.13432406834162894,101  - One Family,1,False,False
092.0-0002-0018.0,91 DICKSON AVE,803300.0,8651.541,49487.237977081684,0.1748236788645724,101  - One Family,1,False,False
092.0-0002-0019.0,95 DICKSON AVE,861900.0,9282.663,59693.11948559205,0.15550641480950797,101  - One Family,1,False,False
092.0-0002-0020.0,103 HEMLOCK ST,785600.0,8460.912,68215.20530055837,0.12403263997698097,101  - One Family,1,False,False
092.0-0003-0001.0,44 EPPING ST,838600.0,9031.722,102560.17058661784,0.0880626655390769,101  - One Family,1,False,False
092.0-0003-0002.0,0LOT EPPING ST,66600.0,717.282,6798.85590985185,0.10550039734782818,132  - Undev. Land,1,False,False
092.0-0003-0003.0,36 EPPING ST,1192900.0,12847.533,54487.3590408112,0.2357892404066998,101  - One Family,1,False,False
092.0-0003-0005.0,28 EPPING ST,668100.0,7195.437,52452.37249009986,0.13718039162781637,101  - One Family,1,False,False
092.0-0003-0006.0,24 EPPING ST,1417500.0,15266.475,56699.36705559856,0.26925300568223137,101  - One Family,1,False,False
092.0-0003-0008.0,11 FABYAN ST,862200.0,9285.894,86054.36239152847,0.10790730117493892,101  - One Family,1,False,False
092.0-0003-0009.0,126 HEMLOCK ST,900500.0,9698.385,92924.21568587907,0.10436875822319998,101  - One Family,1,False,False
092.0-0003-0010.0,122 HEMLOCK ST,790300.0,8511.531,80781.8546325818,0.10536439202482781,101  - One Family,1,False,False
092.0-0003-0011.0,118 HEMLOCK ST,997200.0,10739.844000000001,113072.70662194082,0.0949817539603852,101  - One Family,1,False,False
092.0-0003-0012.0,114 HEMLOCK ST,745300.0,8026.881,85011.79401693551,0.09442079293610643,101  - One Family,1,False,False
092.0-0003-0013.0,110 HEMLOCK ST,849100.0,9144.807,95425.19213357361,0.0958322094567999,101  - One Family,1,False,False
092.0-0003-0014.0,106 HEMLOCK ST,775200.0,8348.904,94998.1208011756,0.08788493845550557,101  - One Family,1,False,False
092.0-0004-0001.0,92 HEMLOCK ST,858000.0,9240.66,86373.32077285413,0.10698511898484518,101  - One Family,1,False,False
092.0-0004-0003.A,60 EPPING ST,982900.0,10585.833,61693.03563069365,0.17158878456506546,101  - One Family,1,False,False
092.0-0004-0007.A,102 HEMLOCK ST,830400.0,8943.408,59585.51744047613,0.15009365336021718,101  - One Family,1,False,False
092.0-0004-0008.0,98 HEMLOCK ST,794700.0,8558.919,57900.807776741145,0.14782037295580067,101  - One Family,1,False,False
092.0-0004-0009.0,94 HEMLOCK ST,993600.0,10701.072,61600.44426003961,0.17371744844609535,101  - One Family,1,False,False
092.0-0004-0010.0,56 EPPING ST,960600.0,10345.662,59435.94512623286,0.17406406136938507,101  - One Family,1,False,False
092.0-0004-0011.0,52 EPPING ST,716600.0,7717.782,51372.815749458765,0.15023085434209066,101  - One Family,1,False,False
092.0-0004-0012.0,48 EPPING ST,982200.0,10578.294,68522.88392840249,0.1543760769183758,101  - One Family,1,False,False
092.0-0005-0001.0,23 GOVERNOR RD,743400.0,8006.418,105438.65464878813,0.07593437176023397,101  - One Family,1,False,False
092.0-0005-0002.0,27 GOVERNOR RD,675600.0,7276.212,74129.32237817963,0.0981556523999981,101  - One Family,1,False,False
092.0-0005-0003.0,31 GOVERNOR RD,633000.0,6817.41,89616.29778177782,0.07607332782928489,101  - One Family,1,False,False
092.0-0005-0004.0,69 EPPING ST,1115000.0,12008.55,110901.17710189703,0.10828153779618076,101  - One Family,1,False,False
092.0-0005-0006.0,88 HEMLOCK ST,829200.0,8930.484,88012.69925837778,0.10146812988638026,101  - One Family,1,False,False
092.0-0006-0001.0,0LOT WASHINGTON ST,69600.0,749.592,7108.377545201262,0.10545191152741121,132  - Undev. Land,1,False,False
092.0-0006-0002.0,191 WASHINGTON ST,871800.0,9389.286,77467.66467754044,0.1212026467957044,101  - One Family,1,False,False
092.0-0006-0003.0,1 EPPING ST,1040900.0,11210.493,99872.64214263801,0.11224788650318458,101  - One Family,1,False,False
092.0-0006-0004.0,5 EPPING ST,927700.0,9991.329,64928.333708847684,0.15388241818746223,101  - One Family,1,False,False
092.0-0006-0006.0,15 EPPING ST,1047500.0,11281.575,62443.038321675005,0.1806698601352968,101  - One Family,1,False,False
092.0-0006-0007.0,19 EPPING ST,822600.0,8859.402,53121.28251927307,0.1667768845148966,101  - One Family,1,False,False
092.0-0006-0008.0,23 EPPING ST,836200.0,9005.874,52314.44342397659,0.17214890211127537,101  - One Family,1,False,False
092.0-0006-0009.0,27 EPPING ST,909000.0,9789.93,48061.71409790698,0.20369498224838256,101  - One Family,1,False,False
092.0-0006-0010.0,31 EPPING ST,926400.0,9977.328,71691.43557961532,0.13917043115868283,101  - One Family,1,False,False
092.0-0006-0011.0,35 EPPING ST,890000.0,9585.3,61558.0706334631,0.15571150787155127,101  - One Family,1,False,False
092.0-0006-0012.0,39 EPPING ST,1572200.0,16932.594,60383.97164090925,0.2804153741442277,101  - One Family,1,False,False
092.0-0006-0014.0,43 EPPING ST,1506000.0,16219.62,93919.99461720182,0.17269613425882066,101  - One Family,1,False,False
092.0-0006-0015.0,47 EPPING ST,907600.0,9774.852,34457.98773009874,0.2836744872209051,101  - One Family,1,False,False
092.0-0006-0016.0,51 EPPING ST,1613100.0,17373.087,75267.25891767073,0.23081864877002006,101  - One Family,1,False,False
092.0-0006-0017.0,55 EPPING ST,1675100.0,18040.827,90467.87846797823,0.19941693455744833,101  - One Family,1,False,False
092.0-0006-0018.0,59 EPPING ST,1098300.0,11828.691,77136.66232946902,0.1533471975942756,101  - One Family,1,False,False
092.0-0007-0001.0,63 EPPING ST,864100.0,9306.357,70444.57319896661,0.13210892730820775,101  - One Family,1,False,False
092.0-0007-0003.0,34 GOVERNOR RD,1457200.0,15694.044,71492.160354626,0.21952118836739692,101  - One Family,1,False,False
092.0-0007-0007.0,22 GOVERNOR RD,867200.0,9339.744,82744.89904848339,0.11287395485886674,101  - One Family,1,False,False
092.0-0007-0008.0,18 GOVERNOR RD,735800.0,7924.566,90522.27999945622,0.08754271324195108,101  - One Family,1,False,False
092.0-0007-0009.0,0LOT GOVERNOR RD,65700.0,707.589,10042.166106901448,0.07046179006277457,132  - Undev. Land,1,False,False
092.0-0010-0001.0,2 YERXA RD,790600.0,8514.762,43234.1165722894,0.19694543742469983,101  - One Family,1,False,False
092.0-0010-0002.0,6 YERXA RD,742800.0,7999.956,55918.50664289192,0.14306455018710543,101  - One Family,1,False,False
092.0-0010-0003.0,10 YERXA RD,1342200.0,14455.494,104885.40010619826,0.13782179393284066,101  - One Family,1,False,False
092.0-0010-0004.0,14 YERXA RD,1709900.0,18415.623,132315.40524175036,0.1391797347130763,101  - One Family,1,False,False
092.0-0010-0005.0,18 YERXA RD,830700.0,8946.639,55000.62325958152,0.16266432032552336,101  - One Family,1,False,False
092.0-0010-0006.0,82 DICKSON AVE,818300.0,8813.091,36767.6560933263,0.23969684055001983,101  - One Family,1,False,False
092.0-0010-0007.A,86 DICKSON AVE,1361900.0,14667.663,60932.50262973241,0.2407198517535175,101  - One Family,1,False,False
092.0-0010-0008.0,90 DICKSON AVE,884700.0,9528.219000000001,52006.52384162222,0.18321199526845344,101  - One Family,1,False,False
092.0-0010-0009.0,94 DICKSON AVE,940900.0,10133.493,68546.4921681049,0.14783386690522984,101  - One Family,1,False,False
092.0-0010-0010.0,93 HEMLOCK ST,879400.0,9471.138,55606.94845243496,0.1703229230084693,101  - One Family,1,False,False
092.A-0001-0001.0,72 DICKSON AVE,833800.0,8980.026,54205.68531145636,0.16566575901406552,101  - One Family,1,False,False
092.A-0001-0002.0,8 STONE RD,993200.0,10696.764,72679.32201987684,0.1471775424249909,101  - One Family,1,False,False
092.A-0001-0003.0,12 STONE RD,876900.0,9444.213,55323.85597185196,0.1707077866156887,101  - One Family,1,False,False
092.A-0001-0004.0,16 STONE RD,1092100.0,11761.917,67104.90609732203,0.17527655851185797,101  - One Family,1,False,False
092.A-0001-0004.A,20 STONE RD,976000.0,10511.52,76911.65190774166,0.13667005894775155,101  - One Family,1,False,False
092.A-0001-0004.B,24 STONE RD,1012500.0,10904.625,71929.60660961748,0.15160134350772297,101  - One Family,1,False,False
092.A-0001-0004.C,28 STONE RD,1168200.0,12581.514,91553.67442295911,0.13742227255539735,101  - One Family,1,False,False
092.A-0001-0004.D,30 STONE RD,1139400.0,12271.338,130229.50444749123,0.09422855482758767,101  - One Family,1,False,False
092.A-0002-0001.0,5 STONE RD,1375800.0,14817.366,99510.43826000039,0.14890263030784026,101  - One Family,1,False,False
092.A-0002-0002.0,9 STONE RD,998400.0,10752.768,83683.89899829852,0.1284926745611916,101  - One Family,1,False,False
092.A-0002-0003.0,15 STONE RD,977000.0,10522.29,70433.51971042714,0.1493932156629432,101  - One Family,1,False,False
092.A-0002-0005.0,19 STONE RD,1251100.0,13474.347,62622.39082508242,0.2151681981870782,101  - One Family,1,False,False
092.A-0002-0005.A,0LOT STONE RD,109900.0,0.0,0.0,0.21107038849861876,932  - Vacant-Con,1,True,False
092.A-0003-0001.0,0LOT PHEASANT AVE,576900.0,0.0,0.0,0.18321323563691713,933  - Vacant-Edu,1,True,False
092.A-0003-0002.0,151 PHEASANT AVE,802400.0,8641.848,54027.58245624127,0.15995252067773566,101  - One Family,1,False,False
092.A-0003-0003.0,73 DICKSON AVE,754300.0,8123.811,47938.253626224294,0.16946405814741497,101  - One Family,1,False,False
093.0-0001-0001.0,36 OVERLOOK RD,838500.0,9030.645,50817.637679719,0.17770690280638674,101  - One Family,1,False,False
093.0-0001-0002.0,47 PETER TUFTS RD,888000.0,9563.76,73441.91716024747,0.1302220907323571,101  - One Family,1,False,False
093.0-0002-0001.0,46 PETER TUFTS RD,778500.0,8384.445,69800.30239853467,0.12012046813390333,101  - One Family,1,False,False
093.0-0002-0002.0,56 OVERLOOK RD,845400.0,9104.958,70142.85410209789,0.12980592416081457,101  - One Family,1,False,False
093.0-0002-0003.0,60 OVERLOOK RD,766600.0,8256.282,74170.03809184622,0.1113155960601784,101  - One Family,1,False,False
093.0-0002-0004.0,64 OVERLOOK RD,1183600.0,12747.372,121312.47276143855,0.10507882421181668,101  - One Family,1,False,False
093.0-0002-0005.0,68 OVERLOOK RD,855300.0,9211.581,76297.6581741772,0.12073215902605046,101  - One Family,1,False,False
093.0-0002-0006.0,72 OVERLOOK RD,830300.0,8942.331,77162.40968494282,0.11588973227393873,101  - One Family,1,False,False
093.0-0002-0007.0,76 OVERLOOK RD,854000.0,9197.58,84656.65752800726,0.10864567853930604,101  - One Family,1,False,False
093.0-0002-0008.0,82 OVERLOOK RD,969200.0,10438.284,98857.69972776741,0.10558898324303279,101  - One Family,1,False,False
093.0-0002-0009.0,84 OVERLOOK RD,841900.0,9067.263,78075.68774190893,0.11613426999161659,101  - One Family,1,False,False
093.0-0002-0010.0,88 OVERLOOK RD,823400.0,8868.018,71624.48818704333,0.12381265436538505,101  - One Family,1,False,False
093.0-0002-0011.0,92 OVERLOOK RD,689600.0,7426.992,69078.498145552,0.10751525003266488,101  - One Family,1,False,False
093.0-0002-0012.0,96 OVERLOOK RD,862300.0,9286.971,78358.0218722392,0.11851972239858445,101  - One Family,1,False,False
093.0-0002-0013.0,100 OVERLOOK RD,953600.0,10270.272,89941.44060742439,0.11418843116853769,101  - One Family,1,False,False
093.0-0002-0014.0,104 OVERLOOK RD,1209200.0,13023.084,76538.09678634608,0.17015165710683358,101  - One Family,1,False,False
093.0-0003-0001.0,118 OVERLOOK RD,793100.0,8541.687,54968.07313029175,0.15539360420645446,101  - One Family,1,False,False
093.0-0003-0002.0,122 OVERLOOK RD,887600.0,9559.452,77154.8517263595,0.12389955765716375,101  - One Family,1,False,False
093.0-0003-0003.0,126 OVERLOOK RD,876200.0,9436.674,78860.41104175476,0.11966300803331471,101  - One Family,1,False,False
093.0-0004-0001.0,35 OVERLOOK RD,892600.0,9613.302,84752.43038235139,0.11342803925068144,101  - One Family,1,False,False
093.0-0004-0002.0,39-41 OVERLOOK RD,903400.0,9729.618,79310.61267624858,0.12267737786514116,104  - Two Family,1,False,False
093.0-0004-0003.0,45 OVERLOOK RD,984600.0,10604.142,92298.72892110942,0.11488936114238028,101  - One Family,1,False,False
093.0-0004-0004.0,49 OVERLOOK RD,836400.0,9008.028,74158.76304061146,0.12146950179127107,101  - One Family,1,False,False
093.0-0004-0005.0,51 OVERLOOK RD,750000.0,8077.5,69208.39396016374,0.11671272135933972,101  - One Family,1,False,False
093.0-0004-0006.0,55 OVERLOOK RD,821500.0,8847.555,74694.8592404777,0.11844931619076463,101  - One Family,1,False,False
093.0-0004-0007.0,59 OVERLOOK RD,797000.0,8583.69,68809.30904591217,0.12474605716898914,101  - One Family,1,False,False
093.0-0004-0008.0,63 OVERLOOK RD,733300.0,7897.641,68067.1107126118,0.11602726951853248,101  - One Family,1,False,False
093.0-0004-0009.0,67 OVERLOOK RD,979300.0,10547.061,87618.30242379609,0.12037508954448246,101  - One Family,1,False,False
093.0-0004-0010.0,73 OVERLOOK RD,1082300.0,11656.371,50058.73422730555,0.23285389013375804,101  - One Family,1,False,False
093.0-0004-0013.0,83 OVERLOOK RD,1265600.0,13630.512,47362.40907015589,0.28779177975954967,101  - One Family,1,False,False
093.0-0004-0014.0,87 OVERLOOK RD,964700.0,10389.819,91723.54460839547,0.11327319549585982,101  - One Family,1,False,False
093.0-0004-0015.0,93 OVERLOOK RD,900800.0,9701.616,94081.32635157843,0.10311946457626905,101  - One Family,1,False,False
093.0-0004-0016.0,97 OVERLOOK RD,811000.0,8734.47,61137.40411607635,0.14286622283498673,101  - One Family,1,False,False
093.0-0004-0017.0,226 WASHINGTON ST,1089600.0,11734.992,110020.27364158531,0.10666208700979293,101  - One Family,1,False,False
093.0-0004-0018.0,220 WASHINGTON ST,915100.0,9855.627,104712.10874087209,0.09412117775595012,101  - One Family,1,False,False
093.0-0004-0019.0,74 RONALD RD,873000.0,9402.210000000001,93611.88268787721,0.10043821072746775,101  - One Family,1,False,False
093.0-0004-0020.0,70 RONALD RD,749100.0,8067.807,76783.05391986253,0.10507275483494397,101  - One Family,1,False,False
093.0-0004-0021.0,66 RONALD RD,817100.0,8800.167,68932.22444824666,0.1276640507460635,101  - One Family,1,False,False
093.0-0004-0022.0,0LOT RONALD RD,71600.0,771.132,6422.757653425177,0.12006244694422884,132  - Undev. Land,1,False,False
093.0-0004-0023.0,58 RONALD RD,688500.0,7415.145,63818.37391474249,0.11619138102619456,101  - One Family,1,False,False
093.0-0004-0024.0,54 RONALD RD,880600.0,9484.062,75008.50678306518,0.12643981871855148,101  - One Family,1,False,False
093.0-0004-0025.0,50 RONALD RD,817600.0,8805.552,66804.52058413869,0.13181072063693083,101  - One Family,1,False,False
093.0-0004-0026.0,46 RONALD RD,786200.0,8467.374,64907.51199341667,0.13045291276699705,101  - One Family,1,False,False
093.0-0004-0027.0,42 RONALD RD,764900.0,8237.973,65351.30126559765,0.12605675541975242,101  - One Family,1,False,False
093.0-0004-0028.0,38 RONALD RD,1036900.0,11167.413,87236.580771434,0.1280129608616758,101  - One Family,1,False,False
093.0-0004-0029.0,34 RONALD RD,876900.0,9444.213,73557.28671696325,0.12839262323989506,101  - One Family,1,False,False
093.0-0004-0030.0,30 RONALD RD,872300.0,9394.671,72097.20913933382,0.1303056125493571,101  - One Family,1,False,False
093.0-0004-0031.0,26 RONALD RD,837700.0,9022.029,75983.60008031967,0.11873652986253773,101  - One Family,1,False,False
093.0-0005-0001.0,125 OVERLOOK RD,827800.0,8915.406,57384.87963930834,0.15536158751290635,101  - One Family,1,False,False
093.0-0005-0002.0,121 OVERLOOK RD,1040400.0,11205.108,73894.80304552392,0.15163594107013098,101  - One Family,1,False,False
093.0-0005-0003.0,117 OVERLOOK RD,853600.0,9193.272,68507.64622012398,0.13419337121086924,101  - One Family,1,False,False
093.0-0005-0004.0,115 OVERLOOK RD,896100.0,9650.997,71726.71629396922,0.13455233277996104,101  - One Family,1,False,False
093.0-0005-0005.0,239 WASHINGTON ST,950700.0,10239.039,55582.418963222335,0.18421362709627567,101  - One Family,1,False,False
093.0-0005-0006.0,231 WASHINGTON ST,911800.0,9820.086,81404.25399985492,0.12063357278622688,101  - One Family,1,False,False
093.0-0005-0007.0,88 RONALD RD,992000.0,10683.84,60061.16854797307,0.17788265294016753,101  - One Family,1,False,False
093.0-0005-0008.0,92 RONALD RD,785000.0,8454.45,86397.32270268531,0.0978554628260168,101  - One Family,1,False,False
093.0-0005-0009.0,96 RONALD RD,759600.0,8180.892,82279.07677539521,0.09942858282588823,101  - One Family,1,False,False
093.0-0005-0010.0,100 RONALD RD,758500.0,8169.045,76334.10834111522,0.10701697023164117,101  - One Family,1,False,False
093.0-0005-0011.0,104 RONALD RD,1033300.0,11128.641,88325.3092246948,0.12599606044615524,101  - One Family,1,False,False
093.0-0005-0012.0,108 RONALD RD,957100.0,10307.967,91984.57814999754,0.11206190436826258,101  - One Family,1,False,False
093.0-0005-0013.0,112 RONALD RD,936700.0,10088.259,81727.52484290453,0.1234377159884813,101  - One Family,1,False,False
093.0-0005-0014.0,116 RONALD RD,860700.0,9269.739,78468.44246024279,0.11813333754772373,101  - One Family,1,False,False
093.0-0005-0015.0,120 RONALD RD,1166500.0,12563.205,107025.56076974946,0.11738508922207827,101  - One Family,1,False,False
